"","module","bin_name","module_name","module_class","module_category","module_subcategory","module_definition","stepwise_module_completeness","stepwise_module_is_complete","pathwise_module_completeness","pathwise_module_is_complete","proportion_unique_enzymes_present","enzymes_unique_to_module","unique_enzymes_hit_counts","enzyme_hits_in_module","gene_caller_ids_in_module","warnings","pathwise_copy_number","stepwise_copy_number","per_step_copy_numbers","group"
"2393","M00595","ND50_MAG_00021","Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","Pathway modules","Energy metabolism","Sulfur metabolism","K17222+K17223+K17224-K17225-K22622+K17226+K17227",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","resistant"
"2394","M00151","ND50_MAG_00021","Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis","((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889",1,"True",1,"True",1,"K00410","1","K00410,K00411,K00412,K00413","1751552,1751553,1751552,1751551","K00413 is present in multiple modules: M00151/M00152,K00411 is present in multiple modules: M00151/M00152,K00412 is present in multiple modules: M00151/M00152",1,1,"1","resistant"
"2395","M00086","ND50_MAG_00021","beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism","K01897,K15013",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","resistant"
"2396","M00546","ND50_MAG_00021","Purine degradation, xanthine => urea","Pathway modules","Nucleotide metabolism","Purine metabolism","(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477",0.2,"False",0.333333333333333,"False",1,"K13485,K16842","1,2","K13485,K16842,K16842","1752538,1752576,1752212","None",0,0,"0,0,0,2,0","resistant"
"2397","M00020","ND50_MAG_00021","Serine biosynthesis, glycerate-3P => serine","Pathway modules","Amino acid metabolism","Serine and threonine metabolism","K00058 K00831 (K01079,K02203,K22305,K25528)",1,"True",1,"True",1,"K00058,K01079","3,1","K00058,K00058,K00058,K00831,K01079","1750915,1750841,1750831,1750916,1750880","K00831 is present in multiple modules: M00020/M00124",1,1,"3,1,1","resistant"
"2398","M00338","ND50_MAG_00021","Cysteine biosynthesis, homocysteine + serine => cysteine","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","(K01697,K10150) K01758",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","resistant"
"2399","M00035","ND50_MAG_00021","Methionine degradation","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)",0.5,"False",0.5,"False",1,"K01251","1","K00789,K00789,K01251","1750875,1751179,1752497","K00789 is present in multiple modules: M00609/M00034/M00035/M00368",0,0,"2,0,1,0","resistant"
"2400","M00019","ND50_MAG_00021","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01652+(K01653,K11258) K00053 K01687 K00826",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00053,K00826,K00826,K01652,K01653,K01653,K01687,K01687","1752644,1752395,1751587,1753032,1750511,1752648,1752550,1750853","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01687 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01652 is present in multiple modules: M00019/M00570",1,1,"1,1,2,2","resistant"
"2401","M00570","ND50_MAG_00021","Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",1,"True",1,"True",1,"K01754","1","K00053,K00826,K00826,K01652,K01653,K01653,K01687,K01687,K01754","1752644,1752395,1751587,1753032,1750511,1752648,1752550,1750853,1753107","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01687 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01652 is present in multiple modules: M00019/M00570",1,1,"1,1,1,2,2","resistant"
"2402","M00432","ND50_MAG_00021","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01649 (K01702,K01703+K01704) K00052",1,"True",1,"True",1,"K01649","2","K00052,K01649,K01649,K01703,K01704","1753108,1750552,1752070,1753119,1753109","K01703 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432,K00052 is present in multiple modules: M00535/M00432",1,1,"2,1,1","resistant"
"2403","M00844","ND50_MAG_00021","Arginine biosynthesis, ornithine => arginine","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","K00611 K01940 (K01755,K14681)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00611,K01755","1752754,1751099","K01755 is present in multiple modules: M00844/M00845/M00029,K00611 is present in multiple modules: M00844/M00029",0,0,"1,0,1","resistant"
"2404","M00015","ND50_MAG_00021","Proline biosynthesis, glutamate => proline","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","((K00931 K00147),K12657) K00286",1,"True",1,"True",1,"K00147,K00286,K00931","1,1,1","K00147,K00286,K00931","1752168,1752398,1752169","None",1,1,"1,1","resistant"
"2405","M00026","ND50_MAG_00021","Histidine biosynthesis, PRPP => histidine","Pathway modules","Amino acid metabolism","Histidine metabolism","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",1,"True",1,"True",1,"K00013,K00765,K00817,K01496,K01523,K01693,K01814,K02500,K02501,K02502,K18649","1,1,1,1,1,1,1,1,1,1,1","K00013,K00765,K00817,K01496,K01523,K01693,K01814,K02500,K02501,K02502,K18649","1752020,1751834,1752299,1753008,1752674,1752733,1752676,1752675,1752677,1751824,1752203","None",1,1,"1,1,1,1,2,1","resistant"
"2406","M00045","ND50_MAG_00021","Histidine degradation, histidine => N-formiminoglutamate => glutamate","Pathway modules","Amino acid metabolism","Histidine metabolism","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",0,"False",0.2,"False",1,"K01458","1","K01458","1752205","None",0,0,"0,0,0,1","resistant"
"2407","M00024","ND50_MAG_00021","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",0,"False",0.333333333333333,"False",1,"K04518","1","K04518","1752990","None",0,0,"0,0","resistant"
"2408","M00025","ND50_MAG_00021","Tyrosine biosynthesis, chorismate => HPP => tyrosine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0,"False",0.333333333333333,"False",1,"K04517","1","K04517","1752300","None",0,0,"0,0","resistant"
"2409","M00912","ND50_MAG_00021","NAD biosynthesis, tryptophan => quinolinate => NAD","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)",0.375,"False",0.375,"False",NA,"No enzymes unique to module",NA,"K00969,K01432,K01916","1751621,1751010,1752715","K01916 is present in multiple modules: M00115/M00912,K00969 is present in multiple modules: M00115/M00912,K01432 is present in multiple modules: M00038/M00912",0,0,"0,1,0,0,0,0,1,1","resistant"
"2410","M00913","ND50_MAG_00021","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K00606 K00077 K13367 K00128 K01918",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00128,K00606","1751163,1750821","K00128 is present in multiple modules: M00135/M00913,K00606 is present in multiple modules: M00119/M00913/M00914",0,0,"1,0,0,1,0","resistant"
"2411","M00572","ND50_MAG_00021","Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00059,K00059,K00059,K00059,K00059,K00059,K00059,K00059,K00208,K00208,K00647,K09458","1752554,1752013,1751006,1751533,1750973,1751547,1752447,1750838,1752835,1751360,1751361,1752556","K00208 is present in multiple modules: M00083/M00572,K00059 is present in multiple modules: M00083/M00874/M00572,K00647 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572",0,0,"0,2,8,0,2,0","resistant"
"2412","M00932","ND50_MAG_00021","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095",0,"False",0.1,"False",NA,"No enzymes unique to module",NA,"K02549","1750852","K02549 is present in multiple modules: M00116/M00932",0,0,"1,0,0,0,0,0,0","resistant"
"2413","M00793","ND50_MAG_00021","dTDP-L-rhamnose biosynthesis","Pathway modules","Biosynthesis of terpenoids and polyketides","Polyketide sugar unit biosynthesis","K00973 K01710 (K01790 K00067,K23987)",0,"False",0.25,"False",1,"K01790","2","K01790,K01790","1752043,1750673","None",0,0,"0,0,0","resistant"
"2414","M00548","ND50_MAG_00021","Benzene degradation, benzene => catechol","Pathway modules","Xenobiotics biodegradation","Aromatics degradation","K16249+K16243+K16244+K16242+K16245+K16246",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","resistant"
"2415","M00615","ND50_MAG_00021","Nitrate assimilation","Signature modules","Module set","Metabolic capacity","(K02575,K15576+K15577+K15578-K15579) M00531",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","resistant"
"2416","M00001","ND50_MAG_00022","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)",0.777777777777778,"True",0.8,"True",NA,"No enzymes unique to module",NA,"K00134,K00873,K00873,K00927,K01689,K01803,K01810,K01834,K15634,K15634,K25026","1753759,1754720,1754721,1753758,1753721,1753757,1753948,1754299,1753354,1754787,1754777","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K15634 is present in multiple modules: M00001/M00002/M00003,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K01834 is present in multiple modules: M00001/M00002/M00003,K25026 is present in multiple modules: M00001/M00549/M00909,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K01803 is present in multiple modules: M00001/M00002/M00003,K00873 is present in multiple modules: M00001/M00002,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",1,0,"1,1,0,0,1,1,3,1,2","susceptible"
"2417","M00307","ND50_MAG_00022","Pyruvate oxidation, pyruvate => acetyl-CoA","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",0,"False",0.666666666666667,"False",1,"K00163","1","K00163,K00382","1753436,1753449","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00036/M00032",0,1,"1","susceptible"
"2418","M00010","ND50_MAG_00022","Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K01647,K05942) (K01681,K01682) (K00031,K00030)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"2419","M00909","ND50_MAG_00022","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042",0.8,"True",0.8,"True",1,"K03431","1","K00820,K01810,K03431,K25026","1754659,1753948,1754658,1754777","K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K00820 is present in multiple modules: M00892/M00909,K25026 is present in multiple modules: M00001/M00549/M00909",1,0,"1,1,1,1,0","susceptible"
"2420","M00012","ND50_MAG_00022","Glyoxylate cycle","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0","susceptible"
"2421","M00741","ND50_MAG_00022","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)",0.333333333333333,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K01848,K01966,K05606","1754366,1753546,1753294","K01966 is present in multiple modules: M00373/M00741/M00613,K01848 is present in multiple modules: M00741/M00376/M00375/M00613,K05606 is present in multiple modules: M00373/M00741/M00376/M00375/M00613",0,0,"1,1,0","susceptible"
"2422","M00165","ND50_MAG_00022","Reductive pentose phosphate cycle (Calvin cycle)","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)",0.545454545454545,"False",0.545454545454545,"False",NA,"No enzymes unique to module",NA,"K00134,K00615,K00927,K01808,K02446","1753759,1754579,1753758,1754512,1753938","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K02446 is present in multiple modules: M00003/M00165/M00167/M00611/M00612,K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1,0,1,1,0,0,1,1","susceptible"
"2423","M00166","ND50_MAG_00022","Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00134,K00927","1753759,1753758","K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1","susceptible"
"2424","M00168","ND50_MAG_00022","CAM (Crassulacean acid metabolism), dark","Pathway modules","Energy metabolism","Carbon fixation","K01595 (K00025,K00026,K00024)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"2425","M00579","ND50_MAG_00022","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation","(K00625,K13788,K15024) K00925",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"2426","M00378","ND50_MAG_00022","F420 biosynthesis, archaea","Pathway modules","Energy metabolism","Methane metabolism","K11780+K11781 K14941 K11212 K12234",0.75,"True",0.75,"True",1,"K11212,K12234,K14941","1,1,1","K11212,K12234,K14941","1753838,1753837,1754020","None",1,0,"0,1,1,1","susceptible"
"2427","M00531","ND50_MAG_00022","Assimilatory nitrate reduction, nitrate => ammonia","Pathway modules","Energy metabolism","Nitrogen metabolism","(K00367,K10534,K00372-K00360) (K00366,K17877)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"2428","M00595","ND50_MAG_00022","Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","Pathway modules","Energy metabolism","Sulfur metabolism","K17222+K17223+K17224-K17225-K22622+K17226+K17227",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"2429","M00151","ND50_MAG_00022","Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis","((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889",0,"False",0.666666666666667,"False",1,"K03887,K03888","1,1","K03887,K03888","1753337,1753336","None",0,1,"1","susceptible"
"2430","M00086","ND50_MAG_00022","beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism","K01897,K15013",1,"True",1,"True",1,"K01897","1","K01897","1753347","None",1,1,"1","susceptible"
